0,0.500176,0.5,0.499824,0.500176,
10,0.498821,0.500651,0.498011,0.498046,
20,0.498046,0.503379,0.500898,0.497501,
30,0.506635,0.500458,0.503837,0.499666,
40,0.508624,0.502165,0.504611,0.500563,
50,0.508096,0.50264,0.5044,0.50088,
60,0.508307,0.498381,0.504224,0.502059,
70,0.506917,0.500915,0.50271,0.502781,
80,0.501461,0.503678,0.503555,0.500915,
90,0.498627,0.506301,0.501514,0.496128,
100,0.492608,0.508325,0.498064,0.496568,
110,0.491957,0.505966,0.497483,0.497342,
120,0.496199,0.499842,0.498346,0.50396,
130,0.49919,0.501267,0.496691,0.506829,
140,0.501074,0.504541,0.497413,0.509856,
150,0.507392,0.505509,0.493752,0.507585,
160,0.508395,0.505913,0.494826,0.506125,
170,0.508272,0.50968,0.4956,0.51056,
180,0.508272,0.507216,0.496304,0.509416,
190,0.508659,0.5044,0.498064,0.5088,
200,0.509134,0.507585,0.498962,0.511193,
210,0.509504,0.505949,0.500986,0.515276,
220,0.516579,0.506248,0.500686,0.515364,
230,0.521471,0.5107,0.49773,0.519395,
240,0.525766,0.514784,0.500598,0.519113,
250,0.528828,0.516121,0.503907,0.520486,
260,0.530623,0.51584,0.501443,0.524586,
270,0.53372,0.51642,0.504717,0.527191,
280,0.531996,0.516139,0.503766,0.525783,
290,0.533439,0.516015,0.503766,0.524428,
300,0.533017,0.51598,0.503168,0.52573,
310,0.530447,0.512284,0.503555,0.523302,
320,0.525783,0.511264,0.503925,0.523583,
330,0.527156,0.51246,0.50572,0.522457,
340,0.527807,0.512848,0.505632,0.521999,
350,0.525343,0.512531,0.504928,0.520134,
360,0.527983,0.506142,0.503537,0.516297,
370,0.530482,0.505438,0.502534,0.52339,
380,0.526276,0.500053,0.504945,0.529602,
390,0.525854,0.498398,0.503766,0.53321,
400,0.525414,0.499701,0.507621,0.532612,
410,0.525308,0.498275,0.509468,0.532489,
420,0.526575,0.497008,0.509328,0.532911,
430,0.530306,0.496603,0.505913,0.531327,
440,0.531081,0.493576,0.512531,0.533738,
450,0.525713,0.487962,0.517001,0.530482,
460,0.525026,0.485287,0.515241,0.529637,
470,0.524516,0.483791,0.515364,0.528124,
480,0.525572,0.488772,0.514889,0.526241,
490,0.522369,0.492802,0.512689,0.521647,
500,0.52383,0.493383,0.512566,0.523618,
510,0.525378,0.492538,0.509574,0.525871,
520,0.530306,0.488648,0.507885,0.528969,
530,0.530905,0.486272,0.512513,0.52749,
540,0.525097,0.484794,0.512865,0.526769,
550,0.523354,0.487064,0.51452,0.527878,
560,0.527209,0.487381,0.513763,0.534319,
570,0.52705,0.48761,0.5154,0.537364,
580,0.529356,0.481274,0.523566,0.54113,
590,0.52749,0.480165,0.528071,0.543805,
600,0.525748,0.480447,0.533562,0.544597,
610,0.525906,0.477473,0.536184,0.545248,
620,0.526751,0.479233,0.535727,0.548574,
630,0.526998,0.480465,0.535868,0.545266,
640,0.52515,0.480834,0.536536,0.544227,
650,0.521999,0.472052,0.537258,0.544843,
660,0.519254,0.469799,0.534759,0.533509,
670,0.516561,0.466385,0.533474,0.49824,
680,0.520345,0.467758,0.538437,0.499402,
690,0.521859,0.470521,0.536677,0.501584,
700,0.524446,0.470891,0.536941,0.503291,
710,0.524094,0.469465,0.539581,0.503555,
720,0.522615,0.469887,0.545847,0.501426,
730,0.522598,0.465435,0.547272,0.502939,
740,0.524287,0.462689,0.548662,0.503766,
750,0.523495,0.461246,0.515347,0.503273,
760,0.527103,0.457937,0.501126,0.503238,
770,0.531433,0.453485,0.502957,0.500722,
780,0.533914,0.452306,0.503133,0.497606,
790,0.536994,0.451954,0.500282,0.494826,
800,0.535445,0.452341,0.497342,0.496533,
810,0.533105,0.490883,0.496867,0.49641,
820,0.530693,0.501408,0.49472,0.4956,
830,0.532172,0.503907,0.494192,0.494544,
840,0.533087,0.501936,0.490672,0.496656,
850,0.533703,0.501478,0.490848,0.497518,
860,0.534952,0.501232,0.491376,0.499296,
870,0.534249,0.501725,0.490356,0.50081,
880,0.535199,0.500739,0.492679,0.500546,
890,0.536783,0.502499,0.49472,0.502886,
900,0.537927,0.50447,0.494615,0.504347,
910,0.536255,0.503555,0.495019,0.501637,
920,0.531961,0.498134,0.491851,0.49949,
930,0.526716,0.491552,0.4956,0.499014,
940,0.522439,0.495618,0.498346,0.499912,
950,0.51943,0.497413,0.497976,0.49824,
960,0.519131,0.495935,0.498997,0.497219,
970,0.520222,0.497131,0.501126,0.495882,
980,0.523425,0.491411,0.502235,0.49428,
990,0.525836,0.49018,0.502429,0.494403,
